player_name,nic_year,pro_pos,school,Actual_GM,Correct,top1_class,top1_prob,top2_class,top2_prob,top3_class,top3_prob,top4_class,top4_prob,top5_class,top5_prob
Kellen Winslow,2004,TE,Miami (FL),CLE_Butch Davis,0,NYJ_Joe Douglas,0.07662496,CIN_Mike Brown,0.043281935,BAL_Eric DeCosta,0.0412685,ATL_Terry Fontenot,0.03685394,PHI_Howie Roseman,0.0342926
Logan Bruss,2022,G,Wisconsin,LA_Les Snead,0,PHI_Howie Roseman,0.076621786,LA_Les Snead,0.059907388,GB_Brian Gutekunst,0.054237448,BAL_Eric DeCosta,0.046320025,NO_Mickey Loomis,0.042679742
Kendrick Green,2021,G,Illinois,PIT_Kevin Colbert,0,GB_Brian Gutekunst,0.07654277,PHI_Howie Roseman,0.037955772,CLE_Andrew Berry,0.02754133,BAL_Eric DeCosta,0.026857367,NE_Eliot Wolf,0.02543303
Brennan Curtin,2003,T,Notre Dame,GB_Mike Sherman,0,BAL_Eric DeCosta,0.07652391,LA_Les Snead,0.05204542,MIA_Chris Grier,0.03386192,HOU_Nick Caserio,0.02800399,NO_Mickey Loomis,0.02559014
Preston Brown,2014,LB,Louisville,BUF_Doug Whaley,0,SEA_John Schneider,0.076519564,ARI_Monti Ossenfort,0.035671107,CIN_Mike Brown,0.023803653,DAL_Jerry Jones,0.021752585,KC_Brett Veach,0.020795047
Rashaan Evans,2018,LB,Alabama,TEN_Jon Robinson,0,DEN_George Paton,0.07650865,MIA_Chris Grier,0.04689589,CAR_Scott Fitterer,0.037421804,HOU_Nick Caserio,0.02936902,SF_John Lynch,0.02794021
Matt Peart,2020,T,Connecticut,NYG_Dave Gettelman,0,MIA_Chris Grier,0.07648993,BAL_Eric DeCosta,0.04117974,CIN_Mike Brown,0.0408889,PIT_Omar Khan,0.029044429,JAX_Trent Baalke,0.02605812
Danny Shelton,2015,DT,Washington,CLE_Ray Farmer,0,NYG_Joe Schoen,0.07645383,SEA_John Schneider,0.05235892,BUF_Brandon Beane,0.036652617,LA_Les Snead,0.029672906,MIA_Chris Grier,0.028617907
Ben Banogu,2019,ED,TCU,IND_Chris Ballard,1,IND_Chris Ballard,0.07638523,LAC_Joe Hortiz,0.06397218,WAS_Adam Peters,0.044846367,CIN_Mike Brown,0.021098033,SEA_John Schneider,0.020300927
Brody Eldridge,2010,TE,Oklahoma,IND_Chris Polian,0,BAL_Eric DeCosta,0.07635036,LA_Les Snead,0.036934294,SF_John Lynch,0.033317648,MIN_Kwesi Adofo-Mensah,0.027511474,DAL_Jerry Jones,0.025744809
Sam Baker,2008,T,USC,ATL_Thomas Dimitroff,0,BAL_Eric DeCosta,0.0763341,PHI_Howie Roseman,0.03154797,CIN_Mike Brown,0.028628126,DAL_Jerry Jones,0.022242477,NYJ_Joe Douglas,0.020812659
Ron Bartell,2005,CB,Howard,LA_Jay Zygmunt,0,BAL_Eric DeCosta,0.07629367,KC_Brett Veach,0.043772656,CIN_Mike Brown,0.032535743,PHI_Howie Roseman,0.029154323,SEA_John Schneider,0.02393843
KT Leveston,2024,G,Kansas State,LA_Les Snead,0,ARI_Monti Ossenfort,0.07629072,NYG_Joe Schoen,0.046238318,KC_Brett Veach,0.038523167,BUF_Brandon Beane,0.03269797,SF_John Lynch,0.030449072
Jared Goff,2016,QB,California,LA_Les Snead,0,HOU_Nick Caserio,0.076266386,CHI_Ryan Poles,0.054063212,SF_John Lynch,0.032673188,BUF_Brandon Beane,0.02576052,TB_Jason Licht,0.025095854
Prince Amukamara,2011,CB,Nebraska,NYG_Jerry Reese,0,MIA_Chris Grier,0.07623772,NO_Mickey Loomis,0.042321492,CIN_Mike Brown,0.02749722,SEA_John Schneider,0.026765272,IND_Chris Ballard,0.019644802
Anthony Chickillo,2015,ED,Miami (FL),PIT_Kevin Colbert,0,LA_Les Snead,0.07619484,SEA_John Schneider,0.056756366,NO_Mickey Loomis,0.0317908,CIN_Mike Brown,0.025545243,DAL_Jerry Jones,0.018372666
Drew Mormino,2007,C,Central Michigan,MIA_Randy Mueller,0,LA_Les Snead,0.07616264,PHI_Howie Roseman,0.03617303,BAL_Eric DeCosta,0.027928706,SF_John Lynch,0.024855312,HOU_Nick Caserio,0.020067276
John Navarre,2004,QB,Michigan,ARI_Rod Graves,0,CHI_Ryan Poles,0.07614896,LA_Les Snead,0.048163906,SF_John Lynch,0.042143483,BAL_Eric DeCosta,0.03240191,BUF_Brandon Beane,0.032250278
Jimmy Landes,2016,LS,Baylor,DET_Bob Quinn,0,SF_John Lynch,0.076140836,LA_Les Snead,0.05192481,BUF_Brandon Beane,0.03271686,CHI_Ryan Poles,0.031923708,ATL_Terry Fontenot,0.03059467
Davion Taylor,2020,LB,Colorado,PHI_Howie Roseman,0,CAR_Scott Fitterer,0.07613329,MIA_Chris Grier,0.06354747,SEA_John Schneider,0.04313764,GB_Brian Gutekunst,0.03016626,CHI_Ryan Poles,0.025223123
Sheldrick Redwine,2019,S,Miami (FL),CLE_John Dorsey,0,NYG_Joe Schoen,0.07612351,CIN_Mike Brown,0.042418893,IND_Chris Ballard,0.034134634,TB_Jason Licht,0.029626174,DAL_Jerry Jones,0.02789919
DeAngelo Williams,2006,RB,Memphis,CAR_Marty Hurney,0,PHI_Howie Roseman,0.076097414,BAL_Eric DeCosta,0.04625245,NYJ_Joe Douglas,0.033156145,CIN_Mike Brown,0.029837755,IND_Chris Ballard,0.027220838
Quinn Sypniewski,2006,TE,Colorado,BAL_Ozzie Newsome,0,LA_Les Snead,0.07607909,BAL_Eric DeCosta,0.06927366,HOU_Nick Caserio,0.03805023,IND_Chris Ballard,0.032475065,NO_Mickey Loomis,0.031525757
Carlos Dunlap,2010,ED,Florida,CIN_Mike Brown,0,BAL_Eric DeCosta,0.07606476,NO_Mickey Loomis,0.031593055,CIN_Mike Brown,0.026259635,LA_Les Snead,0.026223976,PHI_Howie Roseman,0.023330694
K'Lavon Chaisson,2020,LB,LSU,JAX_David Caldwell,0,GB_Brian Gutekunst,0.07606184,ATL_Terry Fontenot,0.05044782,DEN_George Paton,0.021825995,PHI_Howie Roseman,0.021597816,DET_Brad Holmes,0.02090872
Kentrell Brothers,2016,LB,Missouri,MIN_Rick Spielman,0,SEA_John Schneider,0.076040104,GB_Brian Gutekunst,0.03874484,LA_Les Snead,0.032781985,CIN_Mike Brown,0.024581917,SF_John Lynch,0.022005994
Andrew Williams,2003,ED,Miami (FL),SF_Terry Donahue,0,LA_Les Snead,0.07603812,NO_Mickey Loomis,0.042205412,CIN_Mike Brown,0.032018114,PHI_Howie Roseman,0.024520554,BAL_Eric DeCosta,0.02402996
Caleb McSurdy,2012,LB,Montana,DAL_Jerry Jones,0,LA_Les Snead,0.07601259,SF_John Lynch,0.04059559,ATL_Terry Fontenot,0.028384654,BUF_Brandon Beane,0.025493613,MIA_Chris Grier,0.024279786
Brandon Tate,2009,WR,North Carolina,NE_Bill Belichick,0,BAL_Eric DeCosta,0.07599875,KC_Brett Veach,0.029540991,PHI_Howie Roseman,0.028268779,LA_Les Snead,0.026709737,JAX_Trent Baalke,0.02636697
John Bates,2021,TE,Boise State,WAS_Daniel Snyder,0,LA_Les Snead,0.07595676,BAL_Eric DeCosta,0.044859346,GB_Brian Gutekunst,0.04178591,DEN_George Paton,0.029345803,CLE_Andrew Berry,0.027896173
Jason Verrett,2014,CB,TCU,LAC_Tom Telesco,0,CIN_Mike Brown,0.075923376,ARI_Monti Ossenfort,0.03557121,PHI_Howie Roseman,0.024160126,KC_Brett Veach,0.022520564,TB_Jason Licht,0.019841526
Antonio Gandy-Golden,2020,WR,Liberty,WAS_Daniel Snyder,0,BUF_Brandon Beane,0.075856745,BAL_Eric DeCosta,0.06388933,MIA_Chris Grier,0.06324967,GB_Brian Gutekunst,0.038961563,TB_Jason Licht,0.030965766
Jacquizz Rodgers,2011,RB,Oregon State,ATL_Thomas Dimitroff,0,LA_Les Snead,0.07583279,TB_Jason Licht,0.028683597,GB_Brian Gutekunst,0.028304465,BUF_Brandon Beane,0.028180914,SF_John Lynch,0.022667361
Randall Telfer,2015,TE,USC,CLE_Ray Farmer,0,LA_Les Snead,0.07581933,HOU_Nick Caserio,0.041530263,DAL_Jerry Jones,0.037700973,BAL_Eric DeCosta,0.024428144,NYJ_Joe Douglas,0.019940404
Hayes Pullard,2015,LB,USC,CLE_Ray Farmer,0,LA_Les Snead,0.075792626,SF_John Lynch,0.042555433,BUF_Brandon Beane,0.026675366,SEA_John Schneider,0.02623046,MIA_Chris Grier,0.021133246
Jon Halapio,2014,C,Florida,NE_Bill Belichick,0,HOU_Nick Caserio,0.07579205,BUF_Brandon Beane,0.036561143,KC_Brett Veach,0.029200759,SF_John Lynch,0.02775692,DAL_Jerry Jones,0.027443884
Jordan Brailford,2019,ED,Oklahoma State,WAS_Bruce Allen,0,BUF_Brandon Beane,0.07577001,NO_Mickey Loomis,0.03708299,PHI_Howie Roseman,0.027328115,IND_Chris Ballard,0.02687278,GB_Brian Gutekunst,0.024262618
Robert Turbin,2012,RB,Utah State,SEA_John Schneider,0,LA_Les Snead,0.075759545,NYJ_Joe Douglas,0.03644324,GB_Brian Gutekunst,0.027329242,BUF_Brandon Beane,0.02688193,PHI_Howie Roseman,0.025444454
Corey Williams,2004,DT,Arkansas State,GB_Mike Sherman,0,LA_Les Snead,0.0757293,BAL_Eric DeCosta,0.028987495,BUF_Brandon Beane,0.027984781,PHI_Howie Roseman,0.026881985,ARI_Monti Ossenfort,0.023588588
Stepfan Taylor,2013,RB,Stanford,ARI_Steve Keim,0,LA_Les Snead,0.07569788,SF_John Lynch,0.052447405,GB_Brian Gutekunst,0.034844127,BUF_Brandon Beane,0.026429547,SEA_John Schneider,0.026096249
Myjai Sanders,2022,ED,Cincinnati,ARI_Steve Keim,0,CHI_Ryan Poles,0.07568277,BUF_Brandon Beane,0.04143373,BAL_Eric DeCosta,0.035159726,GB_Brian Gutekunst,0.035069525,JAX_Trent Baalke,0.02873168
Stone Forsythe,2021,T,Florida,SEA_John Schneider,0,BAL_Eric DeCosta,0.075663544,NYJ_Joe Douglas,0.05365716,CLE_Andrew Berry,0.043599647,MIN_Kwesi Adofo-Mensah,0.042507973,HOU_Nick Caserio,0.037322596
Ken Shackleford,2007,T,Georgia,LA_Jay Zygmunt,0,LA_Les Snead,0.07563417,NYG_Joe Schoen,0.043698817,BAL_Eric DeCosta,0.035471506,SF_John Lynch,0.032218166,KC_Brett Veach,0.03192075
Andre Jones Jr.,2023,ED,Louisiana,WAS_Martin Mayhew,0,CHI_Ryan Poles,0.07561997,HOU_Nick Caserio,0.06700854,BAL_Eric DeCosta,0.029344996,DAL_Jerry Jones,0.027642688,DEN_George Paton,0.02602164
Tim Crowder,2007,ED,Texas,DEN_Ted Sundquist,0,LA_Les Snead,0.075616166,CIN_Mike Brown,0.049990926,BAL_Eric DeCosta,0.02411359,PHI_Howie Roseman,0.02356408,NO_Mickey Loomis,0.021205405
Erik Ainge,2008,QB,Tennessee,NYJ_Mike Tannenbaum,0,CHI_Ryan Poles,0.07555194,SF_John Lynch,0.062401567,LA_Les Snead,0.033624418,HOU_Nick Caserio,0.031747475,BUF_Brandon Beane,0.029296143
Jon Asamoah,2010,G,Illinois,KC_Scott Pioli,0,BAL_Eric DeCosta,0.075458504,HOU_Nick Caserio,0.06342327,TB_Jason Licht,0.039254155,DAL_Jerry Jones,0.030029127,PHI_Howie Roseman,0.028971229
Lance Nimmo,2003,T,West Virginia,TB_Rich McKay,0,ARI_Monti Ossenfort,0.075362794,LA_Les Snead,0.04283176,SF_John Lynch,0.034372922,BAL_Eric DeCosta,0.031382687,BUF_Brandon Beane,0.030459734
Josh Morgan,2008,WR,Virginia Tech,SF_Scot McCloughan,0,SF_John Lynch,0.07530928,BAL_Eric DeCosta,0.060785647,LA_Les Snead,0.029585553,MIN_Kwesi Adofo-Mensah,0.029433966,JAX_Trent Baalke,0.025616355
Nakobe Dean,2022,LB,Georgia,PHI_Howie Roseman,0,NYG_Joe Schoen,0.07520413,NYJ_Joe Douglas,0.04321185,PHI_Howie Roseman,0.040106427,MIN_Kwesi Adofo-Mensah,0.023869075,KC_Brett Veach,0.023178557
Erik Lorig,2010,FB,Stanford,TB_Mark Dominik,0,HOU_Nick Caserio,0.075146444,ATL_Terry Fontenot,0.069523335,BAL_Eric DeCosta,0.06296281,MIN_Kwesi Adofo-Mensah,0.04798487,CHI_Ryan Poles,0.033342645
Lonnie Johnson Jr.,2019,CB,Kentucky,HOU_Bill O'Brien,0,LAC_Joe Hortiz,0.075143315,IND_Chris Ballard,0.044938296,MIA_Chris Grier,0.043885633,PHI_Howie Roseman,0.021993855,GB_Brian Gutekunst,0.020946044
Rakeem Nunez-Roches,2015,DT,Southern Miss,KC_John Dorsey,0,DAL_Jerry Jones,0.07507317,SEA_John Schneider,0.061823476,NO_Mickey Loomis,0.03473071,CIN_Mike Brown,0.028542394,LA_Les Snead,0.0279011
John Ridgeway,2022,DT,Arkansas,DAL_Jerry Jones,0,LA_Les Snead,0.07507096,DAL_Jerry Jones,0.043316834,BAL_Eric DeCosta,0.042522717,JAX_Trent Baalke,0.032216646,LAC_Joe Hortiz,0.029188063
Rachad Wildgoose,2021,CB,Wisconsin,BUF_Brandon Beane,0,SF_John Lynch,0.075064756,CLE_Andrew Berry,0.03326078,LA_Les Snead,0.030272061,MIN_Kwesi Adofo-Mensah,0.027909348,BUF_Brandon Beane,0.02760264
Sean Smith,2009,CB,Utah,MIA_Jerr Ireland,0,HOU_Nick Caserio,0.075046755,NO_Mickey Loomis,0.03420519,BAL_Eric DeCosta,0.025585549,PHI_Howie Roseman,0.025062757,CIN_Mike Brown,0.02101866
Jordan Beck,2005,LB,Cal Poly,ATL_Rich McKay,0,IND_Chris Ballard,0.07501029,LAC_Joe Hortiz,0.051976286,WAS_Adam Peters,0.038540553,MIA_Chris Grier,0.03589664,PHI_Howie Roseman,0.032977093
Isaiah Stanback,2007,TE,Washington,DAL_Jerry Jones,0,SF_John Lynch,0.07500448,BAL_Eric DeCosta,0.061652053,MIN_Kwesi Adofo-Mensah,0.027119871,PHI_Howie Roseman,0.025980087,CAR_Scott Fitterer,0.024892595
Colt Brennan,2008,QB,Hawaii,WAS_Vinny Cerrato,0,DAL_Jerry Jones,0.07498874,NO_Mickey Loomis,0.06569211,DEN_George Paton,0.042171557,BAL_Eric DeCosta,0.03997888,MIN_Kwesi Adofo-Mensah,0.032893512
Jay Bromley,2014,DT,Syracuse,NYG_Jerry Reese,0,SEA_John Schneider,0.07495395,ARI_Monti Ossenfort,0.04180158,LA_Les Snead,0.032397922,CIN_Mike Brown,0.02110528,DAL_Jerry Jones,0.016482651
Ben Mason,2021,RB,Michigan,BAL_Eric DeCosta,0,HOU_Nick Caserio,0.07494397,CAR_Scott Fitterer,0.04085661,SF_John Lynch,0.031764038,BAL_Eric DeCosta,0.027692338,DEN_George Paton,0.026199868
Ryan Kalil,2007,C,USC,CAR_Marty Hurney,0,LA_Les Snead,0.074896276,KC_Brett Veach,0.029830825,BAL_Eric DeCosta,0.027616026,PHI_Howie Roseman,0.02736176,SEA_John Schneider,0.025080288
Rod Taylor,2018,T,Ole Miss,CIN_Mike Brown,0,SEA_John Schneider,0.07487499,LA_Les Snead,0.031950187,HOU_Nick Caserio,0.022599751,JAX_Trent Baalke,0.01923728,DAL_Jerry Jones,0.018380597
Shamarko Thomas,2013,S,Syracuse,PIT_Kevin Colbert,0,NYG_Joe Schoen,0.07486686,IND_Chris Ballard,0.063461706,PHI_Howie Roseman,0.05095395,TB_Jason Licht,0.0374875,SF_John Lynch,0.03589856
Brooks Foster,2009,WR,North Carolina,LA_Billy Devaney,0,BAL_Eric DeCosta,0.074822746,SF_John Lynch,0.055303056,LA_Les Snead,0.032159295,NYJ_Joe Douglas,0.025670879,PHI_Howie Roseman,0.024475317
Chris Carson,2017,RB,Oklahoma State,SEA_John Schneider,0,BUF_Brandon Beane,0.07482161,NYG_Joe Schoen,0.055097844,NYJ_Joe Douglas,0.052546605,JAX_Trent Baalke,0.032446872,LA_Les Snead,0.031126682
Eugene Wilson,2003,S,Illinois,NE_Bill Belichick,0,ARI_Monti Ossenfort,0.074712515,LAC_Joe Hortiz,0.0395385,NO_Mickey Loomis,0.029485738,SEA_John Schneider,0.027697872,PHI_Howie Roseman,0.026623067
Isaac Hilton,2004,ED,Hampton,NYG_Ernie Accorsi,0,LA_Les Snead,0.074670576,IND_Chris Ballard,0.039583348,NO_Mickey Loomis,0.033401355,PHI_Howie Roseman,0.028941792,GB_Brian Gutekunst,0.020480664
Allen Bradford,2011,LB,USC,TB_Mark Dominik,0,LA_Les Snead,0.07463658,SF_John Lynch,0.033125903,CIN_Mike Brown,0.024624549,GB_Brian Gutekunst,0.020491866,NO_Mickey Loomis,0.020360816
Max Duggan,2023,QB,TCU,LAC_Tom Telesco,0,NO_Mickey Loomis,0.07457899,GB_Brian Gutekunst,0.040940247,CLE_Andrew Berry,0.031683836,TB_Jason Licht,0.02283212,HOU_Nick Caserio,0.01965092
Scott McKillop,2009,LB,Pittsburgh,SF_Scot McCloughan,0,LA_Les Snead,0.07456605,BUF_Brandon Beane,0.046176,TB_Jason Licht,0.036803678,PHI_Howie Roseman,0.026881253,BAL_Eric DeCosta,0.025406277
Ace Sanders,2013,WR,South Carolina,JAX_David Caldwell,0,LA_Les Snead,0.07454444,PHI_Howie Roseman,0.03523199,BUF_Brandon Beane,0.03417477,SF_John Lynch,0.02514064,CHI_Ryan Poles,0.022160145
Babatunde Oshinowo,2006,DT,Stanford,CLE_Phil Savage,0,LA_Les Snead,0.07452648,DAL_Jerry Jones,0.03130113,SEA_John Schneider,0.029943755,PHI_Howie Roseman,0.022904402,BAL_Eric DeCosta,0.020245535
Vinston Painter,2013,T,Virginia Tech,DEN_John Elway,0,LA_Les Snead,0.07449773,BAL_Eric DeCosta,0.023847664,GB_Brian Gutekunst,0.019180324,NO_Mickey Loomis,0.018290514,ARI_Monti Ossenfort,0.017596792
Anthony Waters,2007,LB,Clemson,LAC_AJ Smith,0,BAL_Eric DeCosta,0.07448843,NYJ_Joe Douglas,0.037009105,PHI_Howie Roseman,0.029408483,HOU_Nick Caserio,0.02445022,TB_Jason Licht,0.021989373
Jamaal Green,2003,ED,Miami (FL),PHI_Andy Reid,0,BUF_Brandon Beane,0.07446804,PHI_Howie Roseman,0.03369048,LA_Les Snead,0.033531625,BAL_Eric DeCosta,0.031127231,CIN_Mike Brown,0.029649073
B.J. Tucker,2003,CB,Wisconsin,DAL_Jerry Jones,0,BAL_Eric DeCosta,0.07444583,JAX_Trent Baalke,0.044762805,NO_Mickey Loomis,0.020974966,MIN_Kwesi Adofo-Mensah,0.019959645,PHI_Howie Roseman,0.019640662
Alohi Gilman,2020,S,Notre Dame,LAC_Tom Telesco,0,LA_Les Snead,0.07444406,SF_John Lynch,0.03747029,NO_Mickey Loomis,0.033219043,BUF_Brandon Beane,0.030388094,CLE_Andrew Berry,0.023467883
D.J. Davidson,2022,DT,Arizona State,NYG_Joe Schoen,1,NYG_Joe Schoen,0.074440934,BAL_Eric DeCosta,0.04362739,MIN_Kwesi Adofo-Mensah,0.039239235,MIA_Chris Grier,0.024822935,SF_John Lynch,0.024701139
Jonathan Ford,2022,DT,Miami (FL),GB_Brian Gutekunst,0,BAL_Eric DeCosta,0.07440266,HOU_Nick Caserio,0.04952444,GB_Brian Gutekunst,0.038748614,TEN_Ran Carthon,0.027943935,CLE_Andrew Berry,0.026733514
Jermaine Eluemunor,2017,G,Texas A&M,BAL_Ozzie Newsome,0,LV_Tom Telesco,0.07438172,PHI_Howie Roseman,0.06789552,TB_Jason Licht,0.029744156,LA_Les Snead,0.02293259,KC_Brett Veach,0.021368962
A.J. Klein,2013,LB,Iowa State,CAR_Dave Gettelman,0,TB_Jason Licht,0.074347585,CIN_Mike Brown,0.031131327,HOU_Nick Caserio,0.029744184,DAL_Jerry Jones,0.025183504,BUF_Brandon Beane,0.022018233
Brandon Meriweather,2007,S,Miami (FL),NE_Bill Belichick,0,LA_Les Snead,0.074345134,BUF_Brandon Beane,0.02687963,BAL_Eric DeCosta,0.026684377,CIN_Mike Brown,0.025503792,PHI_Howie Roseman,0.023163317
Thomas DeCoud,2008,S,California,ATL_Thomas Dimitroff,0,PHI_Howie Roseman,0.074337594,CIN_Mike Brown,0.0372525,IND_Chris Ballard,0.031914413,BAL_Eric DeCosta,0.030947266,NO_Mickey Loomis,0.025112068
Tommy Eichenberg,2024,LB,Ohio State,LV_Tom Telesco,0,GB_Brian Gutekunst,0.0742876,SF_John Lynch,0.05899801,NO_Mickey Loomis,0.034025673,ATL_Terry Fontenot,0.03215092,NYJ_Joe Douglas,0.0281626
Byron Jones,2015,CB,Connecticut,DAL_Jerry Jones,0,CIN_Mike Brown,0.07427776,KC_Brett Veach,0.071580514,MIA_Chris Grier,0.04583242,PHI_Howie Roseman,0.04427707,NYJ_Joe Douglas,0.0315169
Noah Herron,2005,RB,Northwestern,PIT_Kevin Colbert,0,DAL_Jerry Jones,0.07427299,SF_John Lynch,0.031743117,LA_Les Snead,0.027709555,PHI_Howie Roseman,0.026702393,SEA_John Schneider,0.026183818
Julian Battle,2003,CB,Tennessee,KC_Carl Peterson,0,BAL_Eric DeCosta,0.07426759,HOU_Nick Caserio,0.033152826,CIN_Mike Brown,0.02919553,PHI_Howie Roseman,0.028328903,DAL_Jerry Jones,0.023439748
Anthony Spencer,2007,ED,Purdue,DAL_Jerry Jones,0,LA_Les Snead,0.07421863,PHI_Howie Roseman,0.024787573,BAL_Eric DeCosta,0.024597446,HOU_Nick Caserio,0.023789797,CIN_Mike Brown,0.02285012
Obum Gwacham,2015,ED,Oregon State,SEA_John Schneider,0,LA_Les Snead,0.07420161,BUF_Brandon Beane,0.03670368,ARI_Monti Ossenfort,0.024027247,DAL_Jerry Jones,0.019508429,SEA_John Schneider,0.018347707
Quentin Griffin,2003,RB,Oklahoma,DEN_Ted Sundquist,0,CIN_Mike Brown,0.07418207,TB_Jason Licht,0.04494272,PHI_Howie Roseman,0.033954818,BAL_Eric DeCosta,0.026005408,DAL_Jerry Jones,0.025792412
Jim Molinaro,2004,T,Notre Dame,WAS_Vinny Cerrato,0,BAL_Eric DeCosta,0.07418202,LA_Les Snead,0.062710114,ARI_Monti Ossenfort,0.035476394,PHI_Howie Roseman,0.028012712,GB_Brian Gutekunst,0.025504783
Chad Thomas,2018,ED,Miami (FL),CLE_John Dorsey,0,TEN_Ran Carthon,0.0741422,JAX_Trent Baalke,0.023951532,SEA_John Schneider,0.023890369,DAL_Jerry Jones,0.022710623,CIN_Mike Brown,0.021822331
George Foster,2003,T,Georgia,DEN_Ted Sundquist,0,BAL_Eric DeCosta,0.07412345,NYJ_Joe Douglas,0.039443422,TEN_Ran Carthon,0.03521854,HOU_Nick Caserio,0.03168224,PHI_Howie Roseman,0.027789012
Stanley Jean-Baptiste,2014,CB,Nebraska,NO_Mickey Loomis,0,WAS_Adam Peters,0.074085206,BUF_Brandon Beane,0.061688468,KC_Brett Veach,0.032910697,IND_Chris Ballard,0.027678287,GB_Brian Gutekunst,0.026244754
Jake Elliott,2017,K,Memphis,CIN_Mike Brown,0,LA_Les Snead,0.07406166,BUF_Brandon Beane,0.048920315,CHI_Ryan Poles,0.03498978,SEA_John Schneider,0.030776119,JAX_Trent Baalke,0.024981469
Kareem Brown,2007,ED,Miami (FL),NE_Bill Belichick,0,BAL_Eric DeCosta,0.07404177,HOU_Nick Caserio,0.053767554,PHI_Howie Roseman,0.042442344,SF_John Lynch,0.033372164,CHI_Ryan Poles,0.032976575
Glenn Earl,2004,S,Notre Dame,HOU_Charlie Casserly,0,BAL_Eric DeCosta,0.07401276,PHI_Howie Roseman,0.036816247,NO_Mickey Loomis,0.028786846,SF_John Lynch,0.026775066,NYJ_Joe Douglas,0.023220714
Alan Zemaitis,2006,CB,Penn State,TB_Bruce Allen,0,BAL_Eric DeCosta,0.0740097,PHI_Howie Roseman,0.029828548,MIN_Kwesi Adofo-Mensah,0.02151983,TB_Jason Licht,0.019744849,GB_Brian Gutekunst,0.019628238
Richie Grant,2021,S,UCF,ATL_Terry Fontenot,0,HOU_Nick Caserio,0.07399746,TB_Jason Licht,0.05565282,DEN_George Paton,0.04307985,NO_Mickey Loomis,0.027677847,CIN_Mike Brown,0.027495675
Luke Joeckel,2013,G,Texas A&M,JAX_David Caldwell,0,NYG_Joe Schoen,0.07397862,BAL_Eric DeCosta,0.033618037,LV_Tom Telesco,0.030278075,IND_Chris Ballard,0.028003724,LA_Les Snead,0.027739614
Dorian Williams,2023,LB,Tulane,BUF_Brandon Beane,0,NO_Mickey Loomis,0.07397799,SEA_John Schneider,0.047086276,TB_Jason Licht,0.03296323,CAR_Scott Fitterer,0.028946284,NYJ_Joe Douglas,0.028417004
Tycen Anderson,2022,S,Toledo,CIN_Mike Brown,1,CIN_Mike Brown,0.07392846,IND_Chris Ballard,0.042304885,SF_John Lynch,0.03174478,GB_Brian Gutekunst,0.0278415,PHI_Howie Roseman,0.02720807
Craig Bragg,2005,WR,UCLA,GB_Ted Thompson,0,BAL_Eric DeCosta,0.07390247,JAX_Trent Baalke,0.046405762,SEA_John Schneider,0.022307698,MIN_Kwesi Adofo-Mensah,0.02230432,LA_Les Snead,0.021822102
Glenn Dorsey,2008,DT,LSU,KC_Carl Peterson,0,HOU_Nick Caserio,0.07390026,BAL_Eric DeCosta,0.04310886,NYJ_Joe Douglas,0.03132893,ATL_Terry Fontenot,0.028319502,NYG_Joe Schoen,0.027254945
Ernest Jones,2021,LB,South Carolina,LA_Les Snead,0,CAR_Scott Fitterer,0.07385663,CLE_Andrew Berry,0.04410624,SF_John Lynch,0.039752267,HOU_Nick Caserio,0.033196274,LA_Les Snead,0.031846657
Lawrence Jackson,2008,ED,USC,SEA_Tim Ruskell,0,LA_Les Snead,0.07385207,BAL_Eric DeCosta,0.037228394,CIN_Mike Brown,0.031307362,NO_Mickey Loomis,0.027072309,PHI_Howie Roseman,0.024210436
Marcus Jones,2022,CB,Houston,NE_Bill Belichick,0,BAL_Eric DeCosta,0.07383325,SEA_John Schneider,0.062120117,CAR_Scott Fitterer,0.03361193,LA_Les Snead,0.03212583,DAL_Jerry Jones,0.028214378
Chris Smith,2014,ED,Arkansas,JAX_David Caldwell,0,IND_Chris Ballard,0.07381695,SEA_John Schneider,0.042426065,LA_Les Snead,0.04095541,NO_Mickey Loomis,0.039699554,BUF_Brandon Beane,0.027983062
Adam Jennings,2006,WR,Fresno State,ATL_Rich McKay,0,JAX_Trent Baalke,0.07381175,NYG_Joe Schoen,0.03304319,MIN_Kwesi Adofo-Mensah,0.02445347,PHI_Howie Roseman,0.02294305,LA_Les Snead,0.021633388
Ryan Carrethers,2014,DT,Arkansas State,LAC_Tom Telesco,0,DAL_Jerry Jones,0.073780924,NYG_Joe Schoen,0.0671579,SF_John Lynch,0.031952206,LA_Les Snead,0.031947345,SEA_John Schneider,0.027314443
Tim Williams,2017,ED,Alabama,BAL_Ozzie Newsome,0,BUF_Brandon Beane,0.07372139,TB_Jason Licht,0.03835242,SEA_John Schneider,0.028956087,BAL_Eric DeCosta,0.020501219,LA_Les Snead,0.018091619
Anthony Nelson,2019,ED,Iowa,TB_Jason Licht,0,IND_Chris Ballard,0.073691085,NO_Mickey Loomis,0.03134154,BUF_Brandon Beane,0.027863344,LA_Les Snead,0.021398982,CIN_Mike Brown,0.020730773
Darius Philon,2015,DT,Arkansas,LAC_Tom Telesco,0,SEA_John Schneider,0.073667556,MIA_Chris Grier,0.062236838,ARI_Monti Ossenfort,0.020212242,BUF_Brandon Beane,0.018365696,DAL_Jerry Jones,0.018060047
