player_name,nic_year,pro_pos,school,top1_class,top1_prob,top2_class,top2_prob,top3_class,top3_prob,top4_class,top4_prob,top5_class,top5_prob
Hayden Conner,2025,G,Texas,MIN_Kwesi Adofo-Mensah,0.12650605,BAL_Eric DeCosta,0.12429183,HOU_Nick Caserio,0.030185089,NE_Eliot Wolf,0.02677291,GB_Brian Gutekunst,0.022895586
Jaydon Blue,2025,RB,Texas,TB_Jason Licht,0.12342232,SF_John Lynch,0.08862316,GB_Brian Gutekunst,0.081805736,SEA_John Schneider,0.038713563,LA_Les Snead,0.029569633
Cobee Bryant,2025,CB,Kansas,SEA_John Schneider,0.12065599,CAR_Scott Fitterer,0.041085567,KC_Brett Veach,0.037355635,BAL_Eric DeCosta,0.032516014,TB_Jason Licht,0.028090952
James Burnip,2025,P,Alabama,CHI_Ryan Poles,0.11827954,SF_John Lynch,0.0634937,BAL_Eric DeCosta,0.03812623,DAL_Jerry Jones,0.023321748,MIA_Chris Grier,0.020761
Shemar Stewart,2025,ED,Texas A&M,JAX_Trent Baalke,0.11803308,PHI_Howie Roseman,0.08386268,IND_Chris Ballard,0.080271594,BUF_Brandon Beane,0.03664835,NYJ_Joe Douglas,0.031209765
Bryson Nesbit,2025,TE,North Carolina,SF_John Lynch,0.117979944,CAR_Scott Fitterer,0.05221041,BUF_Brandon Beane,0.04218551,TEN_Ran Carthon,0.030393125,ATL_Terry Fontenot,0.025201045
Chris Paul Jr.,2025,LB,Ole Miss,GB_Brian Gutekunst,0.11772122,BUF_Brandon Beane,0.0583315,CLE_Andrew Berry,0.03744806,NO_Mickey Loomis,0.03272538,ATL_Terry Fontenot,0.028665159
Shemar Turner,2025,DT,Texas A&M,ATL_Terry Fontenot,0.11737575,CLE_Andrew Berry,0.065202065,HOU_Nick Caserio,0.036706183,KC_Brett Veach,0.02704034,GB_Brian Gutekunst,0.02397509
Tate Ratledge,2025,G,Georgia,PIT_Omar Khan,0.11718265,KC_Brett Veach,0.06343925,DET_Brad Holmes,0.054271214,GB_Brian Gutekunst,0.03866299,TB_Jason Licht,0.036553837
Collin Oliver,2025,ED,Oklahoma State,BUF_Brandon Beane,0.115523696,GB_Brian Gutekunst,0.033680383,CLE_Andrew Berry,0.03098977,NO_Mickey Loomis,0.030504266,ATL_Terry Fontenot,0.030117022
DJ Giddens,2025,RB,Kansas State,GB_Brian Gutekunst,0.11436545,IND_Chris Ballard,0.035965074,SF_John Lynch,0.031495962,MIA_Chris Grier,0.028072748,TB_Jason Licht,0.026856663
Darien Porter,2025,CB,Iowa State,IND_Chris Ballard,0.114339314,PHI_Howie Roseman,0.09253889,CIN_Mike Brown,0.032594487,KC_Brett Veach,0.025684569,JAX_Trent Baalke,0.02244146
Seth McLaughlin,2025,C,Ohio State,GB_Brian Gutekunst,0.11375191,BAL_Eric DeCosta,0.038327053,TB_Jason Licht,0.032063764,CLE_Andrew Berry,0.031190202,SF_John Lynch,0.021515276
Nick Emmanwori,2025,S,South Carolina,KC_Brett Veach,0.11198571,IND_Chris Ballard,0.07486128,MIA_Chris Grier,0.03382865,PHI_Howie Roseman,0.031851903,BAL_Eric DeCosta,0.027896166
Karene Reid,2025,LB,Utah,JAX_Trent Baalke,0.1109108,SF_John Lynch,0.050591324,MIN_Kwesi Adofo-Mensah,0.047314323,BAL_Eric DeCosta,0.04697327,ATL_Terry Fontenot,0.038951438
Connor Colby,2025,G,Iowa,PHI_Howie Roseman,0.110253334,GB_Brian Gutekunst,0.06993923,LA_Les Snead,0.04435551,BAL_Eric DeCosta,0.04375085,SF_John Lynch,0.025033852
Jaxson Dart,2025,QB,Ole Miss,DEN_George Paton,0.1093529,GB_Brian Gutekunst,0.047056243,HOU_Nick Caserio,0.03886642,ATL_Terry Fontenot,0.027481366,CAR_Scott Fitterer,0.024599642
Theo Wease Jr.,2025,WR,Missouri,SF_John Lynch,0.10894939,BUF_Brandon Beane,0.06533454,LA_Les Snead,0.03386208,GB_Brian Gutekunst,0.032261826,CAR_Scott Fitterer,0.030801708
Daniel Jackson,2025,WR,Minnesota,LA_Les Snead,0.10816006,MIN_Kwesi Adofo-Mensah,0.065485366,SF_John Lynch,0.052340824,ATL_Terry Fontenot,0.030427927,CAR_Scott Fitterer,0.030245682
Jake Briningstool,2025,TE,Clemson,TEN_Ran Carthon,0.10713173,ATL_Terry Fontenot,0.042122047,GB_Brian Gutekunst,0.032918822,TB_Jason Licht,0.031387746,MIA_Chris Grier,0.024910778
Ricky White III,2025,WR,UNLV,BUF_Brandon Beane,0.1063552,SF_John Lynch,0.032511126,BAL_Eric DeCosta,0.032488465,DAL_Jerry Jones,0.03149638,TB_Jason Licht,0.030310579
James Pearce Jr.,2025,ED,Tennessee,DEN_George Paton,0.10401077,PIT_Omar Khan,0.043146428,CAR_Scott Fitterer,0.036210585,GB_Brian Gutekunst,0.034590516,CHI_Ryan Poles,0.027930083
Malachi Moore,2025,S,Alabama,GB_Brian Gutekunst,0.10209527,SF_John Lynch,0.07960249,TB_Jason Licht,0.031611525,LA_Les Snead,0.028962096,MIN_Kwesi Adofo-Mensah,0.028246809
Robbie Ouzts,2025,TE,Alabama,LA_Les Snead,0.10188844,GB_Brian Gutekunst,0.041726466,NO_Mickey Loomis,0.032952443,ARI_Monti Ossenfort,0.032868505,ATL_Terry Fontenot,0.027613735
CJ Dippre,2025,TE,Alabama,GB_Brian Gutekunst,0.10092575,PHI_Howie Roseman,0.058149047,BUF_Brandon Beane,0.04065771,DET_Brad Holmes,0.028156254,IND_Chris Ballard,0.027630424
Ty Hamilton,2025,DT,Ohio State,CLE_Andrew Berry,0.10047104,GB_Brian Gutekunst,0.06151467,TEN_Ran Carthon,0.024365796,KC_Brett Veach,0.023205874,SF_John Lynch,0.02246461
Jordan James,2025,RB,Oregon,GB_Brian Gutekunst,0.099002466,LA_Les Snead,0.079237275,TB_Jason Licht,0.036380198,CLE_Andrew Berry,0.027226469,DET_Brad Holmes,0.024427725
Luke Lachey,2025,TE,Iowa,BAL_Eric DeCosta,0.09847369,GB_Brian Gutekunst,0.040364765,JAX_Trent Baalke,0.028514236,MIA_Chris Grier,0.026275003,SF_John Lynch,0.025563965
Arian Smith,2025,WR,Georgia,NYG_Joe Schoen,0.09819327,JAX_Trent Baalke,0.04405873,PHI_Howie Roseman,0.031144425,GB_Brian Gutekunst,0.02410743,CIN_Mike Brown,0.023379842
Damien Martinez,2025,RB,Miami (FL),GB_Brian Gutekunst,0.09811669,TB_Jason Licht,0.058882046,DET_Brad Holmes,0.051240258,NYJ_Joe Douglas,0.051193234,SEA_John Schneider,0.0282293
CJ West,2025,DT,Indiana,GB_Brian Gutekunst,0.09702115,SEA_John Schneider,0.093229234,PHI_Howie Roseman,0.067946486,BUF_Brandon Beane,0.039077446,TB_Jason Licht,0.025835695
Jaylen Reed,2025,S,Penn State,NO_Mickey Loomis,0.09684473,JAX_Trent Baalke,0.0777879,SEA_John Schneider,0.042122208,SF_John Lynch,0.033614427,CLE_Andrew Berry,0.025367
Tory Horton,2025,WR,Colorado State,TB_Jason Licht,0.09632974,PHI_Howie Roseman,0.03759593,DEN_George Paton,0.035076316,SEA_John Schneider,0.032196656,NO_Mickey Loomis,0.030774834
Ulysses Bentley IV,2025,RB,Ole Miss,LA_Les Snead,0.0959611,JAX_Trent Baalke,0.073760144,BUF_Brandon Beane,0.030224133,CLE_Andrew Berry,0.025422323,SF_John Lynch,0.024549125
Power Echols,2025,LB,North Carolina,LA_Les Snead,0.0952902,SF_John Lynch,0.05279109,BUF_Brandon Beane,0.04835792,CAR_Scott Fitterer,0.03312576,NYG_Joe Schoen,0.032991193
Jalen Travis,2025,T,Iowa State,JAX_Trent Baalke,0.094829135,PHI_Howie Roseman,0.050226938,ARI_Monti Ossenfort,0.04135957,BUF_Brandon Beane,0.039097127,CIN_Mike Brown,0.03367797
Brashard Smith,2025,RB,SMU,TB_Jason Licht,0.094748594,GB_Brian Gutekunst,0.087555684,LA_Les Snead,0.041267604,NO_Mickey Loomis,0.031657748,BUF_Brandon Beane,0.030634278
Jalen Rivers,2025,T,Miami (FL),ARI_Monti Ossenfort,0.09408164,KC_Brett Veach,0.035925124,SF_John Lynch,0.031178376,LAC_Joe Hortiz,0.030252468,JAX_Trent Baalke,0.029128088
Terrance Ferguson,2025,TE,Oregon,BUF_Brandon Beane,0.093217,IND_Chris Ballard,0.03953956,NE_Eliot Wolf,0.03765984,TB_Jason Licht,0.033968892,GB_Brian Gutekunst,0.032312885
Konata Mumpfield,2025,WR,Pittsburgh,BUF_Brandon Beane,0.093133025,DET_Brad Holmes,0.054157436,MIN_Kwesi Adofo-Mensah,0.048093412,JAX_Trent Baalke,0.045242686,LA_Les Snead,0.029241549
Marcus Tate,2025,G,Clemson,MIN_Kwesi Adofo-Mensah,0.09161296,BAL_Eric DeCosta,0.066864744,GB_Brian Gutekunst,0.046638153,CLE_Andrew Berry,0.046078507,JAX_Trent Baalke,0.03797557
Elijah Arroyo,2025,TE,Miami (FL),NYJ_Joe Douglas,0.09139216,DAL_Jerry Jones,0.031700514,IND_Chris Ballard,0.03090251,CAR_Scott Fitterer,0.030783858,TB_Jason Licht,0.028965143
Oronde Gadsden II,2025,TE,Syracuse,TB_Jason Licht,0.09133934,DEN_George Paton,0.06128024,NYJ_Joe Douglas,0.038399085,NO_Mickey Loomis,0.035892732,DAL_Jerry Jones,0.03556869
Carson Vinson,2025,T,Alabama A&M,PHI_Howie Roseman,0.091148466,MIA_Chris Grier,0.0793377,JAX_Trent Baalke,0.059185844,NO_Mickey Loomis,0.031292584,GB_Brian Gutekunst,0.026337806
Bhayshul Tuten,2025,RB,Virginia Tech,IND_Chris Ballard,0.0900841,GB_Brian Gutekunst,0.06527069,ARI_Monti Ossenfort,0.036859628,NYG_Joe Schoen,0.035032976,CIN_Mike Brown,0.02661417
Jordan Burch,2025,ED,Oregon,ATL_Terry Fontenot,0.08974631,CLE_Andrew Berry,0.036950983,TB_Jason Licht,0.03277712,HOU_Nick Caserio,0.028232897,KC_Brett Veach,0.027296653
Drew Kendall,2025,C,Boston College,ARI_Monti Ossenfort,0.08910383,PHI_Howie Roseman,0.086447,GB_Brian Gutekunst,0.068750165,SF_John Lynch,0.030484864,NO_Mickey Loomis,0.02157069
Eli Cox,2025,C,Kentucky,PHI_Howie Roseman,0.08906595,LA_Les Snead,0.050682668,GB_Brian Gutekunst,0.03832513,BAL_Eric DeCosta,0.027784994,PIT_Omar Khan,0.025580103
Caleb Rogers,2025,G,Texas Tech,PHI_Howie Roseman,0.08887532,GB_Brian Gutekunst,0.06130055,PIT_Omar Khan,0.053483814,LA_Les Snead,0.041474413,JAX_Trent Baalke,0.025320388
Hollin Pierce,2025,T,Rutgers,TEN_Ran Carthon,0.0883906,BAL_Eric DeCosta,0.06334626,NYJ_Joe Douglas,0.043823864,JAX_Trent Baalke,0.028641235,MIN_Kwesi Adofo-Mensah,0.028046861
Elijah Simmons,2025,DT,Tennessee,SEA_John Schneider,0.0883661,BUF_Brandon Beane,0.058183633,HOU_Nick Caserio,0.051038947,KC_Brett Veach,0.045710795,NYG_Joe Schoen,0.03607133
JJ Pegues,2025,DT,Ole Miss,SEA_John Schneider,0.08819643,JAX_Trent Baalke,0.04394604,LAC_Joe Hortiz,0.037077222,BUF_Brandon Beane,0.035451423,GB_Brian Gutekunst,0.035251223
Joe Huber,2025,G,Wisconsin,GB_Brian Gutekunst,0.08803247,BAL_Eric DeCosta,0.06708074,LA_Les Snead,0.030435722,BUF_Brandon Beane,0.029460957,JAX_Trent Baalke,0.025615435
Jay Higgins,2025,LB,Iowa,LA_Les Snead,0.087998755,SF_John Lynch,0.07681418,SEA_John Schneider,0.04822589,ATL_Terry Fontenot,0.040151823,BUF_Brandon Beane,0.030798221
KeAndre Lambert-Smith,2025,WR,Auburn,NO_Mickey Loomis,0.0875068,CIN_Mike Brown,0.043968845,SEA_John Schneider,0.033870403,BAL_Eric DeCosta,0.032415744,GB_Brian Gutekunst,0.027410967
Jalin Conyers,2025,TE,Texas Tech,BUF_Brandon Beane,0.0872282,GB_Brian Gutekunst,0.04373448,IND_Chris Ballard,0.040679708,SEA_John Schneider,0.03438151,ATL_Terry Fontenot,0.023754263
Alfred Collins,2025,DT,Texas,TEN_Ran Carthon,0.086974435,CLE_Andrew Berry,0.039190657,KC_Brett Veach,0.03754717,BAL_Eric DeCosta,0.032616112,JAX_Trent Baalke,0.02741196
Jaylin Noel,2025,WR,Iowa State,IND_Chris Ballard,0.086856455,ARI_Monti Ossenfort,0.03633013,GB_Brian Gutekunst,0.033737633,CIN_Mike Brown,0.031824857,MIA_Chris Grier,0.027983597
Kevin Winston Jr.,2025,S,Penn State,CLE_Andrew Berry,0.08660477,NYJ_Joe Douglas,0.060847826,HOU_Nick Caserio,0.051518753,JAX_Trent Baalke,0.035853088,GB_Brian Gutekunst,0.028972836
Tyler Baron,2025,ED,Miami (FL),BUF_Brandon Beane,0.0857364,LA_Les Snead,0.029608693,GB_Brian Gutekunst,0.028741634,NO_Mickey Loomis,0.025635611,TB_Jason Licht,0.024844944
Shavon Revel Jr.,2025,CB,East Carolina,KC_Brett Veach,0.08545455,BAL_Eric DeCosta,0.06355046,PHI_Howie Roseman,0.054393955,DEN_George Paton,0.034837577,NYJ_Joe Douglas,0.027518423
Jacolby George,2025,WR,Miami (FL),MIN_Kwesi Adofo-Mensah,0.084743984,SF_John Lynch,0.06994369,BAL_Eric DeCosta,0.037596058,SEA_John Schneider,0.032474454,ARI_Monti Ossenfort,0.028419038
Ty Robinson,2025,DT,Nebraska,NO_Mickey Loomis,0.083644,GB_Brian Gutekunst,0.08209988,BAL_Eric DeCosta,0.061566267,IND_Chris Ballard,0.0373596,LA_Les Snead,0.027170228
Kobe Hudson,2025,WR,UCF,BUF_Brandon Beane,0.082667425,KC_Brett Veach,0.027051246,PHI_Howie Roseman,0.025734406,GB_Brian Gutekunst,0.02418155,CLE_Andrew Berry,0.023797413
Kyle McCord,2025,QB,Syracuse,ATL_Terry Fontenot,0.08234913,MIN_Kwesi Adofo-Mensah,0.056709122,SF_John Lynch,0.055466227,CAR_Scott Fitterer,0.04428696,GB_Brian Gutekunst,0.027515672
Kain Medrano,2025,LB,UCLA,JAX_Trent Baalke,0.081047446,CAR_Scott Fitterer,0.07981409,DEN_George Paton,0.04537761,GB_Brian Gutekunst,0.041498207,IND_Chris Ballard,0.023262626
Joshua Farmer,2025,DT,Florida State,SEA_John Schneider,0.08092013,ARI_Monti Ossenfort,0.071648404,JAX_Trent Baalke,0.050849494,CIN_Mike Brown,0.04634271,NYJ_Joe Douglas,0.025552383
Miles Frazier,2025,G,LSU,NO_Mickey Loomis,0.08054879,ARI_Monti Ossenfort,0.058347505,GB_Brian Gutekunst,0.048040524,KC_Brett Veach,0.031783223,SEA_John Schneider,0.025010427
LaJohntay Wester,2025,WR,Colorado,JAX_Trent Baalke,0.08023174,LA_Les Snead,0.051910058,MIN_Kwesi Adofo-Mensah,0.048004214,DEN_George Paton,0.037425764,CLE_Andrew Berry,0.03523892
Cody Simon,2025,LB,Ohio State,PHI_Howie Roseman,0.08004866,NO_Mickey Loomis,0.07403799,GB_Brian Gutekunst,0.06734278,SF_John Lynch,0.03708923,NYJ_Joe Douglas,0.027825613
Riley Leonard,2025,QB,Notre Dame,GB_Brian Gutekunst,0.07991125,NYJ_Joe Douglas,0.04628172,SF_John Lynch,0.039809294,PHI_Howie Roseman,0.03173848,BAL_Eric DeCosta,0.023158077
Montrell Johnson Jr.,2025,RB,Florida,NO_Mickey Loomis,0.07982129,LA_Les Snead,0.07296012,JAX_Trent Baalke,0.04324546,MIN_Kwesi Adofo-Mensah,0.03973007,SF_John Lynch,0.034126803
Jackson Hawes,2025,TE,Georgia Tech,GB_Brian Gutekunst,0.079616554,BAL_Eric DeCosta,0.039596763,PIT_Omar Khan,0.025803573,KC_Brett Veach,0.023980813,NO_Mickey Loomis,0.023801425
Cam Ward,2025,QB,Miami (FL),DET_Brad Holmes,0.07931553,CAR_Scott Fitterer,0.037800856,GB_Brian Gutekunst,0.034470297,ATL_Terry Fontenot,0.032405384,PHI_Howie Roseman,0.025325442
Jay Toia,2025,DT,UCLA,MIN_Kwesi Adofo-Mensah,0.07913752,TEN_Ran Carthon,0.07055586,HOU_Nick Caserio,0.06427533,BAL_Eric DeCosta,0.03760871,CLE_Andrew Berry,0.02499259
Josh Simmons,2025,T,Ohio State,CLE_Andrew Berry,0.0791156,TB_Jason Licht,0.033039562,HOU_Nick Caserio,0.029057963,LAC_Joe Hortiz,0.025113411,BAL_Eric DeCosta,0.024051346
Pat Bryant,2025,WR,Illinois,GB_Brian Gutekunst,0.079055876,BUF_Brandon Beane,0.06899015,NE_Eliot Wolf,0.03957867,KC_Brett Veach,0.02447011,ARI_Monti Ossenfort,0.022607246
Teddye Buchanan,2025,LB,California,BUF_Brandon Beane,0.07889999,LA_Les Snead,0.071396485,IND_Chris Ballard,0.053035002,GB_Brian Gutekunst,0.044855945,PHI_Howie Roseman,0.03587419
Colston Loveland,2025,TE,Michigan,HOU_Nick Caserio,0.078533135,DEN_George Paton,0.06733431,BAL_Eric DeCosta,0.054827616,MIN_Kwesi Adofo-Mensah,0.03398975,NYJ_Joe Douglas,0.031319004
Brady Cook,2025,QB,Missouri,PHI_Howie Roseman,0.07814062,LAC_Joe Hortiz,0.04808761,MIA_Chris Grier,0.04224981,IND_Chris Ballard,0.032754675,GB_Brian Gutekunst,0.030870652
Jack Nelson,2025,T,Wisconsin,CLE_Andrew Berry,0.07809937,NO_Mickey Loomis,0.07736682,BAL_Eric DeCosta,0.058320906,NYJ_Joe Douglas,0.04265355,PHI_Howie Roseman,0.039049547
Elijah Roberts,2025,ED,SMU,CIN_Mike Brown,0.077988386,ATL_Terry Fontenot,0.07331269,SEA_John Schneider,0.03963791,CLE_Andrew Berry,0.035685945,NO_Mickey Loomis,0.02774767
Isaiah Bond,2025,WR,Texas,SEA_John Schneider,0.077922545,ARI_Monti Ossenfort,0.053010084,BAL_Eric DeCosta,0.049170364,PHI_Howie Roseman,0.035851356,HOU_Nick Caserio,0.032989934
Tyreem Powell,2025,LB,Rutgers,DEN_George Paton,0.07743065,HOU_Nick Caserio,0.046334732,JAX_Trent Baalke,0.038203858,LA_Les Snead,0.03482676,NYJ_Joe Douglas,0.03357562
Rylie Mills,2025,DT,Notre Dame,GB_Brian Gutekunst,0.077338465,TB_Jason Licht,0.04666117,ATL_Terry Fontenot,0.036724195,NYJ_Joe Douglas,0.034454558,BAL_Eric DeCosta,0.03325997
Logan Brown,2025,T,Kansas,ARI_Monti Ossenfort,0.07710256,GB_Brian Gutekunst,0.047981534,MIA_Chris Grier,0.042837624,BAL_Eric DeCosta,0.02926915,NO_Mickey Loomis,0.02792762
Danny Stutsman,2025,LB,Oklahoma,NO_Mickey Loomis,0.07661359,GB_Brian Gutekunst,0.06421634,SEA_John Schneider,0.047697622,BUF_Brandon Beane,0.039086547,TB_Jason Licht,0.036620937
Kaleb Johnson,2025,RB,Iowa,TB_Jason Licht,0.07572352,HOU_Nick Caserio,0.0714183,SEA_John Schneider,0.06452415,BUF_Brandon Beane,0.036270734,CAR_Scott Fitterer,0.02363902
Anthony Belton,2025,T,NC State,KC_Brett Veach,0.07569631,TEN_Ran Carthon,0.059614062,MIA_Chris Grier,0.046232928,CLE_Andrew Berry,0.033715796,HOU_Nick Caserio,0.02924878
Barryn Sorrell,2025,ED,Texas,PHI_Howie Roseman,0.07559502,ARI_Monti Ossenfort,0.06480065,NO_Mickey Loomis,0.06256309,GB_Brian Gutekunst,0.053719547,LA_Les Snead,0.046551563
Branson Taylor,2025,T,Pittsburgh,MIN_Kwesi Adofo-Mensah,0.07530823,BAL_Eric DeCosta,0.06064909,GB_Brian Gutekunst,0.041047405,CLE_Andrew Berry,0.03837531,NYJ_Joe Douglas,0.031199766
Luther Burden III,2025,WR,Missouri,SEA_John Schneider,0.074388996,BAL_Eric DeCosta,0.06187971,NYG_Joe Schoen,0.036668357,CHI_Ryan Poles,0.034319654,KC_Brett Veach,0.025020912
Andrew Mukuba,2025,S,Texas,SEA_John Schneider,0.07400711,TB_Jason Licht,0.05736997,HOU_Nick Caserio,0.040792666,GB_Brian Gutekunst,0.0391997,DEN_George Paton,0.027046265
Kyle Kennard,2025,ED,South Carolina,ATL_Terry Fontenot,0.07399345,ARI_Monti Ossenfort,0.04382286,SEA_John Schneider,0.032486256,HOU_Nick Caserio,0.0284562,CLE_Andrew Berry,0.022437073
Marcus Yarns,2025,RB,Delaware,TB_Jason Licht,0.07376633,NYG_Joe Schoen,0.042422216,DAL_Jerry Jones,0.040900446,BUF_Brandon Beane,0.027199017,CIN_Mike Brown,0.026444344
Max Brosmer,2025,QB,Minnesota,MIN_Kwesi Adofo-Mensah,0.073659986,LA_Les Snead,0.041684065,SF_John Lynch,0.03702431,ATL_Terry Fontenot,0.031543165,JAX_Trent Baalke,0.02707568
Omarr Norman-Lott,2025,DT,Tennessee,CLE_Andrew Berry,0.073002905,NO_Mickey Loomis,0.053134225,ATL_Terry Fontenot,0.043172654,CIN_Mike Brown,0.033984456,GB_Brian Gutekunst,0.02999214
Craig Woodson,2025,S,California,NO_Mickey Loomis,0.07266732,CLE_Andrew Berry,0.05811954,JAX_Trent Baalke,0.039329153,MIN_Kwesi Adofo-Mensah,0.035691164,GB_Brian Gutekunst,0.035510432
Princely Umanmielen,2025,ED,Ole Miss,DEN_George Paton,0.07240362,BUF_Brandon Beane,0.033360254,NE_Eliot Wolf,0.03190685,LA_Les Snead,0.030992499,BAL_Eric DeCosta,0.02602797
Joshua Gray,2025,G,Oregon State,GB_Brian Gutekunst,0.07228748,TB_Jason Licht,0.03785684,LA_Les Snead,0.031584553,CIN_Mike Brown,0.030758932,DAL_Jerry Jones,0.028607039
Tyler Booker,2025,G,Alabama,NYG_Joe Schoen,0.07227976,BUF_Brandon Beane,0.07210289,CHI_Ryan Poles,0.05129704,BAL_Eric DeCosta,0.021901492,ARI_Monti Ossenfort,0.020740883
Isaac TeSlaa,2025,WR,Arkansas,WAS_Adam Peters,0.072080754,PHI_Howie Roseman,0.050073218,MIA_Chris Grier,0.03386545,NYJ_Joe Douglas,0.0285762,CHI_Ryan Poles,0.026959399
Jared Harrison-Hunte,2025,DT,SMU,ATL_Terry Fontenot,0.07193673,CIN_Mike Brown,0.04757001,SEA_John Schneider,0.039564304,GB_Brian Gutekunst,0.033156693,PHI_Howie Roseman,0.031623658
Jamaree Caldwell,2025,DT,Oregon,SEA_John Schneider,0.071650796,KC_Brett Veach,0.061190102,SF_John Lynch,0.033432316,BUF_Brandon Beane,0.029995687,TEN_Ran Carthon,0.028884435
Denzel Burke,2025,CB,Ohio State,SEA_John Schneider,0.07058475,CLE_Andrew Berry,0.039314397,BAL_Eric DeCosta,0.03377177,KC_Brett Veach,0.02851134,LA_Les Snead,0.024192313
Travis Hunter,2025,CB,Colorado,NYG_Joe Schoen,0.07046023,ARI_Monti Ossenfort,0.057106294,BAL_Eric DeCosta,0.05273581,HOU_Nick Caserio,0.032682046,DAL_Jerry Jones,0.029898759
Tommi Hill,2025,CB,Nebraska,TB_Jason Licht,0.07041078,SF_John Lynch,0.03873251,NYJ_Joe Douglas,0.03835545,PHI_Howie Roseman,0.031097334,KC_Brett Veach,0.029683907
