index,Column1,Name,Nic_year,Position,Strengths,Weaknesses,player_x,join_slug,player_id,player_y,position,WAR,strengths_processed,weaknesses_processed,combined_text,top_bigrams,similar_1_name,similar_1_score,similar_2_name,similar_2_score,similar_3_name,similar_3_score,similar_4_name,similar_4_score,similar_5_name,similar_5_score,join_slug_1,WAR_1,join_slug_2,WAR_2,join_slug_3,WAR_3,join_slug_4,WAR_4,join_slug_5,WAR_5,max_similarity,prediction
437,179.0,RAEQUAN WILLIAMS,2020,DT,"Lateral agility to sidestep blockers and find the football gap quickness to affect the backfield action when he times up the snap plays with good knee
bend to smoothly redirect his momentum  flowing well to work up and down the line physical hands to stack and detach mature ball radar to peel off blocks and
make stops in the hole hard charger on the field with a gentle personality off the field  former head coach Mark Dantonio   He s a tremendous  caring person who
brings a sense of leadership to our team  He rubs off on people and will do great things beyond football      senior captain and durable  starting 42 straight games ","Light in the pants and plays tall  negating his anchor strength average functional strength and too easily moved by double teams doesn t flash the
burst with his hands to convert his first step to power not much of a bully as a rusher little creativity or sequence to his pass rush attack frenzied tackler and
struggles to calm his feet to break down in tight spaces  missing 15 tackles in 2019 ",raequan williams,raequan williams-DT,27300.0,raequan williams,DT,-0.0042286029580704074,lateral agility sidestep blocker find football gap quickness affect backfield action time snap play good knee bend smoothly redirect momentum flowing well work line physical hand stack detach mature ball radar peel block make stop hole hard charger field gentle personality field former head coach mark dantonio tremendous caring person brings sense leadership team rub people great thing beyond football senior captain durable starting straight game,light pant play tall negating anchor strength average functional strength easily moved double team flash burst hand convert first step power much bully rusher little creativity sequence pas rush attack frenzied tackler struggle calm foot break tight space missing tackle,lateral agility sidestep blocker find football gap quickness affect backfield action time snap play good knee bend smoothly redirect momentum flowing well work line physical hand stack detach mature ball radar peel block make stop hole hard charger field gentle personality field former head coach mark dantonio tremendous caring person brings sense leadership team rub people great thing beyond football senior captain durable starting straight game light pant play tall negating anchor strength average functional strength easily moved double team flash burst hand convert first step power much bully rusher little creativity sequence pas rush attack frenzied tackler struggle calm foot break tight space missing tackle,"['anchor strength', 'backfield action', 'ball radar', 'bend smoothly', 'calm foot', 'double team', 'easily moved', 'find football', 'first step', 'gap quickness']",dexter lawrence-DT,0.4139,neil farrell-DT,0.4053,gabe hall-DT,0.4003,tyler shelvin-DT,0.3984,osa odighizuwa-DT,0.3984,dexter lawrence-DT,0.04764088288938845,neil farrell-DT,-0.004687096839903032,gabe hall-DT,-0.05,tyler shelvin-DT,-0.003240446187600088,osa odighizuwa-DT,0.01623956403255134,2.0163,0.0014793084501977674
438,180.0,KHALIL DAVIS,2020,DT,"Pounces out of his stance with body control uses a low center of gravity to maintain proper leverage at the point of attack shoots gaps and stays
balanced through contact impressive chase speed for his size  closing the gap when he has a clear path to the ball carrier body flexibility helps him play on the edge
and combat redirect blocks ball awareness has developed each season  quickly diagnosing the backfield action to get a head start motor is constantly revving 
tapping into his reserve tank when necessary ","Functional play strength doesn t match his weight room strength hands are quick  but too soft  lacking a bully element to his game struggles to
convert speed to power as a rusher shorter arms and sluggish coil hinder his ability to disengage blocks hyper focused on the ball and loses sight of potential
roadblocks blocking and backfield instincts are still in the development phase not considered a dirty player  but received a one game suspension from the Big Ten
for illegally striking an Ohio State blocker  October 2019  only one season as a starter ",khalil davis,khalil davis-DT,48988.0,khalil davis,DT,-0.002489970759547398,pounce stance body control us low center gravity maintain proper leverage point attack shoot gap stay balanced contact impressive chase speed size closing gap clear path ball carrier body flexibility help play edge combat redirect block ball awareness developed season quickly diagnosing backfield action get head start motor constantly revving tapping reserve tank necessary,functional play strength match weight room strength hand quick soft lacking bully element game struggle convert speed power rusher shorter arm sluggish coil hinder ability disengage block hyper focused ball loses sight potential roadblock blocking backfield instinct still development phase considered dirty player received one game suspension big ten illegally striking ohio state blocker october one season starter,pounce stance body control us low center gravity maintain proper leverage point attack shoot gap stay balanced contact impressive chase speed size closing gap clear path ball carrier body flexibility help play edge combat redirect block ball awareness developed season quickly diagnosing backfield action get head start motor constantly revving tapping reserve tank necessary functional play strength match weight room strength hand quick soft lacking bully element game struggle convert speed power rusher shorter arm sluggish coil hinder ability disengage block hyper focused ball loses sight potential roadblock blocking backfield instinct still development phase considered dirty player received one game suspension big ten illegally striking ohio state blocker october one season starter,"['backfield action', 'balanced contact', 'ball awareness', 'ball carrier', 'body control', 'body flexibility', 'center gravity', 'chase speed', 'clear path', 'control us']",darius stills-DT,0.4514,cameron young-DT,0.3365,otito ogbonnia-DT,0.3363,byron cowart-DT,0.3356,chris hinton-DT,0.3236,darius stills-DT,-0.05,cameron young-DT,-0.0022546997725789676,otito ogbonnia-DT,-0.016280523984210402,byron cowart-DT,-0.010967297020831799,chris hinton-DT,-0.05,1.7833999999999999,-0.027287468638305452
439,181.0,CARLOS DAVIS,2020,DT,"Carries his weight well  moving like a much smaller player moves with flexibility in his upper and lower halves  working laterally to cover multiple
gaps heavy handed to control the point of attack and hold up vs  double teams relies on his power to work off contact when pursuing the football uses his upper
body power and flexibility to guard against redirect attempts   his discus background shows at times strong hands and rarely allows ball carriers out of his grasp
once he makes contact experienced with 36 starts over the last four seasons ","Slows once engaged and doesn t create much of a push as a rusher plays high and too easily pushed away from the pocket lacks ideal arm length for
NFL trench work not confident in his counter moves after initially blocked inconsistent run defender and not a technician needs to better see through blockers to
mirror ball carriers tends to overrun lanes  playing too urgent with his feet instead of allowing his eyes to dictate his movements missed one game as a senior due
to an ankle injury  November 2019  below average backfield production ",carlos davis,carlos davis-DT,48662.0,carlos davis,DT,-0.002499037001213946,carry weight well moving like much smaller player move flexibility upper lower half working laterally cover multiple gap heavy handed control point attack hold double team relies power work contact pursuing football us upper body power flexibility guard redirect attempt discus background show time strong hand rarely allows ball carrier grasp make contact experienced start last four season,slows engaged create much push rusher play high easily pushed away pocket lack ideal arm length nfl trench work confident counter move initially blocked inconsistent run defender technician need better see blocker mirror ball carrier tends overrun lane playing urgent foot instead allowing eye dictate movement missed one game senior due ankle injury november average backfield production,carry weight well moving like much smaller player move flexibility upper lower half working laterally cover multiple gap heavy handed control point attack hold double team relies power work contact pursuing football us upper body power flexibility guard redirect attempt discus background show time strong hand rarely allows ball carrier grasp make contact experienced start last four season slows engaged create much push rusher play high easily pushed away pocket lack ideal arm length nfl trench work confident counter move initially blocked inconsistent run defender technician need better see blocker mirror ball carrier tends overrun lane playing urgent foot instead allowing eye dictate movement missed one game senior due ankle injury november average backfield production,"['ball carrier', 'ankle injury', 'arm length', 'average backfield', 'backfield production', 'body power', 'carry weight', 'control point', 'counter move', 'double team']",haskell garrett-DT,0.557,marvin wilson-DT,0.533,dj dale-DT,0.5251,jaden crumedy-DT,0.5032,raekwon davis-DT,0.4672,haskell garrett-DT,-0.05,marvin wilson-DT,-0.0016103659767102835,dj dale-DT,-0.05,jaden crumedy-DT,-0.006499720051610639,raekwon davis-DT,-0.011238054129444314,2.5855,-0.02455401395661707
440,182.0,JOHN PENISINI,2020,DT,"Stocky  wide hipped body type plays with consistent pad level and prides himself on being the low man physical hands to jar blockers and control on
impact stays rooted in his spot  absorbing whatever bullies can throw at him adequate quickness for the position  keeping his balance through contact nice job
tracking the football while maintaining his gap integrity motor doesn t quit  showing the reliable effort to clean up plays humble competitor and the Utah coaches
rave about his dependable temperament  saying he practices as hard as he plays ","Low ceiling as a pass rusher plays with non threatening burst  lacking the hip flexibility to infiltrate gaps relies more on his upper body to attack the
point of attack and needs to drive his legs to create movement relies more on hand strength rather than a diverse set of tactics  leading to excessive hand fighting
without going anywhere still learning how to efficiently handle double teams more of a hugger than striker as a tackler his production is based more on effort
than instincts ",john penisini,john penisini-DT,57037.0,john penisini,DT,-0.013429345035099186,stocky wide hipped body type play consistent pad level pride low man physical hand jar blocker control impact stay rooted spot absorbing whatever bully throw adequate quickness position keeping balance contact nice job tracking football maintaining gap integrity motor quit showing reliable effort clean play humble competitor utah coach rave dependable temperament saying practice hard play,low ceiling pas rusher play non threatening burst lacking hip flexibility infiltrate gap relies upper body attack point attack need drive leg create movement relies hand strength rather diverse set tactic leading excessive hand fighting without going anywhere still learning efficiently handle double team hugger striker tackler production based effort instinct,stocky wide hipped body type play consistent pad level pride low man physical hand jar blocker control impact stay rooted spot absorbing whatever bully throw adequate quickness position keeping balance contact nice job tracking football maintaining gap integrity motor quit showing reliable effort clean play humble competitor utah coach rave dependable temperament saying practice hard play low ceiling pas rusher play non threatening burst lacking hip flexibility infiltrate gap relies upper body attack point attack need drive leg create movement relies hand strength rather diverse set tactic leading excessive hand fighting without going anywhere still learning efficiently handle double team hugger striker tackler production based effort instinct,"['balance contact', 'body type', 'clean play', 'coach rave', 'create movement', 'double team', 'effort instinct', 'fighting without', 'gap integrity', 'going anywhere']",chris hinton-DT,0.6086,matthew butler-DT,0.5598,robert windsor-DT,0.4807,josiah coatney-DT,0.4268,kobie turner-DT,0.4037,chris hinton-DT,-0.05,matthew butler-DT,-0.0031260471063502084,robert windsor-DT,-0.002515482130953073,josiah coatney-DT,-0.0025465777927019782,kobie turner-DT,0.03379016556354643,2.4796000000000005,-0.008402541939992538
441,183.0,TYLER CLARK,2020,DT,"Big  sturdy frame with packed on muscle and long levers moves well for a player his size with natural body control looks to introduce his hands early in
the rep  striking with power able to play the bully role and get blockers on their heels uses his length to press blockers off his frame  separate and plant the back in
the hole super physical tackler  loading up behind his pads and hitting through his target football junkie and competes with innate intensity  head coach Kirby
Smart   As far as competitiveness  he reminds me of myself    ","Not a rangy player  moving with some stiffness in his midsection pads rise quickly at the snap and often loses the leverage battle narrow base and
can be redirected by blockers undeveloped pass rusher and doesn t have a deep toolbox of moves appears robotic in his attempts to patch together a rush
sequence wasn t consistently asked to read the backfield action and must improve his awareness to get a head start toward the ball managed only 6 5 sacks in 35
career starts and his game appeared to level off later in his Georgia career ",tyler clark,tyler clark-DT,,,,-0.05,big sturdy frame packed muscle long lever move well player size natural body control look introduce hand early rep striking power able play bully role get blocker heel us length press blocker frame separate plant back hole super physical tackler loading behind pad hitting target football junkie competes innate intensity head coach kirby smart far competitiveness reminds,rangy player moving stiffness midsection pad rise quickly snap often loses leverage battle narrow base redirected blocker undeveloped pas rusher deep toolbox move appears robotic attempt patch together rush sequence consistently asked read backfield action must improve awareness get head start toward ball managed sack career start game appeared level later georgia career,big sturdy frame packed muscle long lever move well player size natural body control look introduce hand early rep striking power able play bully role get blocker heel us length press blocker frame separate plant back hole super physical tackler loading behind pad hitting target football junkie competes innate intensity head coach kirby smart far competitiveness reminds rangy player moving stiffness midsection pad rise quickly snap often loses leverage battle narrow base redirected blocker undeveloped pas rusher deep toolbox move appears robotic attempt patch together rush sequence consistently asked read backfield action must improve awareness get head start toward ball managed sack career start game appeared level later georgia career,"['backfield action', 'blocker frame', 'blocker heel', 'body control', 'career start', 'head coach', 'leverage battle', 'loses leverage', 'move well', 'must improve']",jordan jefferson-DT,0.3645,derrick brown-DT,0.3612,gervon dexter-DT,0.3507,dontavius russell-DT,0.3025,jalen carter-DT,0.2922,jordan jefferson-DT,-0.0017466806074243426,derrick brown-DT,0.04701835198799424,gervon dexter-DT,0.0055943773723419596,dontavius russell-DT,-0.004004187993919655,jalen carter-DT,0.05115437185442063,1.6711,0.019175604325796593
442,184.0,BRAVVION ROY,2020,DT,"Wide hipped  stout frame often the first to pounce off the snap and initiate contact improved reading blocks to leverage gaps turns his shoulder and
uses his natural leverage to knife into the backfield  flushing the quarterback quick  violent hands to jar blockers at impact explodes into contact as a tackler 
creating a thud and finishing to the ground  two missed tackles in 2019  blocked two field goals over the last two seasons energetic competitor and improved his
conditioning throughout his Baylor career  defensive snaps rose from 476 as a junior to 730 as a senior  career best production as a senior ","Sloppy body and carries excessive weight stubby arms and relies on quickness so long levered blockers can t control him raw shed skills and
struggles to peel himself off blockers once engulfed overwhelmed by size and easily moved by doubles lack of height helps his pad level leverage  but hurts his
backfield vision  leading to wrong guesses quick out of the gate as a pass rusher  but his momentum stalls when his initial plan is stymied missed three games as a
freshman due to a sprained elbow  October 2016  ",bravvion roy,bravvion roy-DT,25644.0,bravvion roy,DT,-0.010151112340121693,wide hipped stout frame often first pounce snap initiate contact improved reading block leverage gap turn shoulder us natural leverage knife backfield flushing quarterback quick violent hand jar blocker impact explodes contact tackler creating thud finishing ground two missed tackle blocked two field goal last two season energetic competitor improved conditioning throughout baylor career defensive snap rose junior senior career best production senior,sloppy body carry excessive weight stubby arm relies quickness long levered blocker control raw shed skill struggle peel blocker engulfed overwhelmed size easily moved double lack height help pad level leverage hurt backfield vision leading wrong guess quick gate pas rusher momentum stall initial plan stymied missed three game freshman due sprained elbow october,wide hipped stout frame often first pounce snap initiate contact improved reading block leverage gap turn shoulder us natural leverage knife backfield flushing quarterback quick violent hand jar blocker impact explodes contact tackler creating thud finishing ground two missed tackle blocked two field goal last two season energetic competitor improved conditioning throughout baylor career defensive snap rose junior senior career best production senior sloppy body carry excessive weight stubby arm relies quickness long levered blocker control raw shed skill struggle peel blocker engulfed overwhelmed size easily moved double lack height help pad level leverage hurt backfield vision leading wrong guess quick gate pas rusher momentum stall initial plan stymied missed three game freshman due sprained elbow october,"['backfield vision', 'best production', 'career best', 'defensive snap', 'easily moved', 'field goal', 'hand jar', 'improved conditioning', 'jar blocker', 'junior senior']",robert windsor-DT,0.5139,phidarian mathis-DT,0.5018,quinnen williams-DT,0.5001,leki fotu-DT,0.4547,daviyon nixon-DT,0.4026,robert windsor-DT,-0.002515482130953073,phidarian mathis-DT,-0.008027674109666028,quinnen williams-DT,0.02796430807327108,leki fotu-DT,-0.02338441445333421,daviyon nixon-DT,-0.0023776260453817434,2.3731,-0.0012330572524065927
443,185.0,DARRION DANIELS,2020,DT,"Quick first step to swim through the A gap charged up and stresses blockers with his active play style unleashes a spin move and keeps his balance
when making sharp changes of direction shoots his hands to attack the chest of blockers and create push works hard to keep low pads and play underneath
blockers finishes tackles that he should his coaches say his hands have improved the most over the years received his football education from his NFL playing
father named a senior captain shortly after he arrived in Lincoln  impressing with his mature  professional personality ","Has some sloppy weight on his frame relies more on his motor than instincts  losing track of the football too quick to abandon his gap and his
aggressiveness backfires too easily sealed on outside runs by the center eventually sheds  but usually not until he is looking at the back of the ball carrier s last
name on his jersey too wild in his movements and would benefit from more control to his active style part of a heavy rotation and only played 45 6 percent of
defensive snaps as a senior missed most of the 2018 season after tearing a tendon in his left pinky  September 2018   which required surgery  missed one game in
his final season due to injury  November 2019  below average backfield production ",darrion daniels,darrion daniels-DT,48659.0,darrion daniels,DT,-0.004772244984991418,quick first step swim gap charged stress blocker active play style unleashes spin move keep balance making sharp change direction shoot hand attack chest blocker create push work hard keep low pad play underneath blocker finish tackle coach say hand improved year received football education nfl playing father named senior captain shortly arrived lincoln impressing mature professional personality,sloppy weight frame relies motor instinct losing track football quick abandon gap aggressiveness backfire easily sealed outside run center eventually shed usually looking back ball carrier last name jersey wild movement would benefit control active style part heavy rotation played percent defensive snap senior missed season tearing tendon left pinky september required surgery missed one game final season due injury november average backfield production,quick first step swim gap charged stress blocker active play style unleashes spin move keep balance making sharp change direction shoot hand attack chest blocker create push work hard keep low pad play underneath blocker finish tackle coach say hand improved year received football education nfl playing father named senior captain shortly arrived lincoln impressing mature professional personality sloppy weight frame relies motor instinct losing track football quick abandon gap aggressiveness backfire easily sealed outside run center eventually shed usually looking back ball carrier last name jersey wild movement would benefit control active style part heavy rotation played percent defensive snap senior missed season tearing tendon left pinky september required surgery missed one game final season due injury november average backfield production,"['average backfield', 'backfield production', 'ball carrier', 'blocker active', 'blocker create', 'change direction', 'chest blocker', 'coach say', 'create push', 'defensive snap']",marlon tuipulotu-DT,0.549,tyler davis-DT,0.4377,trysten hill-DT,0.4189,rashard lawrence-DT,0.39,ross blacklock-DT,0.379,marlon tuipulotu-DT,-0.008536017226227311,tyler davis-DT,-0.012972210454951318,trysten hill-DT,-0.004158639874985802,rashard lawrence-DT,-0.006658608234310405,ross blacklock-DT,-0.007847252630435127,2.1746,-0.008128957130174981
444,186.0,JOSIAH COATNEY,2020,DT,"Very compactly built and carries his weight well strong  physical hands extends to lock out  stack and control the point of attack holds his ground vs 
power plays with passion and a competitive edge breaks out a slug club move to pry through gaps vice grip strength to secure tackles  even when he is flying by
the ball carrier owns the pursuit motor to make plays away from his square senior captain with reliable football character three year starter with excellent
production vs  the run  averaging five tackles per game was used at various positions in the Rebels  three man front 
 167 ","Stiff in his lower body  limiting his lateral agility needs to better maintain his balance through congestion struggles to bend or play with leverage 
giving blockers a large target inconsistent snap anticipation explosive power  but lacks purpose in his pass rush wide  pronounced rush moves and needs to keep
his hands tight and well timed too easily turned from the rush lane relies more on motor than his vision  taking himself out of plays at times below average
backfield production with only 6 5 career sacks ",josiah coatney,josiah coatney-DT,44361.0,josiah coatney,DT,-0.0025465777927019782,compactly built carry weight well strong physical hand extends lock stack control point attack hold ground power play passion competitive edge break slug club move pry gap vice grip strength secure tackle even flying ball carrier owns pursuit motor make play away square senior captain reliable football character three year starter excellent production run averaging five tackle per game used various position rebel three man front,stiff lower body limiting lateral agility need better maintain balance congestion struggle bend play leverage giving blocker large target inconsistent snap anticipation explosive power lack purpose pas rush wide pronounced rush move need keep hand tight well timed easily turned rush lane relies motor vision taking play time average backfield production career sack,compactly built carry weight well strong physical hand extends lock stack control point attack hold ground power play passion competitive edge break slug club move pry gap vice grip strength secure tackle even flying ball carrier owns pursuit motor make play away square senior captain reliable football character three year starter excellent production run averaging five tackle per game used various position rebel three man front stiff lower body limiting lateral agility need better maintain balance congestion struggle bend play leverage giving blocker large target inconsistent snap anticipation explosive power lack purpose pas rush wide pronounced rush move need keep hand tight well timed easily turned rush lane relies motor vision taking play time average backfield production career sack,"['average backfield', 'away square', 'backfield production', 'ball carrier', 'blocker large', 'career sack', 'carry weight', 'club move', 'compactly built', 'control point']",daviyon nixon-DT,0.6742,otito ogbonnia-DT,0.6033,kobie turner-DT,0.5923,chris hinton-DT,0.4586,daniel wise-DT,0.4584,daviyon nixon-DT,-0.0023776260453817434,otito ogbonnia-DT,-0.016280523984210402,kobie turner-DT,0.03379016556354643,chris hinton-DT,-0.05,daniel wise-DT,-0.05,2.7868,-0.013370575762947451
711,,CHRISTIAN BARMORE,2021,DT,"Naturally explosive mover to easily get his momentum going downhillflashes the power in his hands to toss or bully blockers backwardstacks the
point of attack  finds the football and makes plays in the backfielduses his initial quickness to sidestep  swim or cross the face of blockers and win gapsrushes with
violence to barrel through contact without losing his balanceuses a double hand swipe or club move to batter blockerscloses with burst and strikes through his
targetoutstanding size measurements and uses his long arms to his advantageactive on loops and was used up and down the line of scrimmagevery active and
rangy in the run gameled Alabama in sacks  8 0  and forced fumbles  three  in 2020 and his impact increased as the season progressed ","Looked like he was carrying some heavy weight in his midsection and conditioning will be importantinconsistent leverage technique in the run
gameplays with tall pads and can be moved by down blocksneeds to better respond versus double teamsfinds himself too wide on stunts  making him late to
flatten to the quarterbackinconsistent snap anticipation and will be guilty of jumping on fourth downs or short yardage situationsmissed the 2020 season opener
due to a right knee sprain  September 2020 late bloomer in high school and started only six games at Alabama  compiling only 747 career snaps in college ",christian barmore,christian barmore-DT,82198.0,christian barmore,DT,0.022859259702901494,naturally explosive mover easily get momentum going downhillflashes power hand toss bully blocker backwardstacks point attack find football make play backfielduses initial quickness sidestep swim cross face blocker win gapsrushes violence barrel contact without losing balanceuses double hand swipe club move batter blockerscloses burst strike targetoutstanding size measurement us long arm advantageactive loop used line scrimmagevery active rangy run gameled alabama sack forced fumble three impact increased season progressed,looked like carrying heavy weight midsection conditioning importantinconsistent leverage technique run gameplays tall pad moved blocksneeds better respond versus double teamsfinds wide stunt making late flatten quarterbackinconsistent snap anticipation guilty jumping fourth down short yardage situationsmissed season opener due right knee sprain september late bloomer high school started six game alabama compiling career snap college,naturally explosive mover easily get momentum going downhillflashes power hand toss bully blocker backwardstacks point attack find football make play backfielduses initial quickness sidestep swim cross face blocker win gapsrushes violence barrel contact without losing balanceuses double hand swipe club move batter blockerscloses burst strike targetoutstanding size measurement us long arm advantageactive loop used line scrimmagevery active rangy run gameled alabama sack forced fumble three impact increased season progressed looked like carrying heavy weight midsection conditioning importantinconsistent leverage technique run gameplays tall pad moved blocksneeds better respond versus double teamsfinds wide stunt making late flatten quarterbackinconsistent snap anticipation guilty jumping fourth down short yardage situationsmissed season opener due right knee sprain september late bloomer high school started six game alabama compiling career snap college,"['attack find', 'bully blocker', 'career snap', 'club move', 'cross face', 'due right', 'face blocker', 'find football', 'forced fumble', 'get momentum']",leki fotu-DT,0.5829,gervon dexter-DT,0.4707,johnny newton-DT,0.4704,kris jenkins-DT,0.422,davon hamilton-DT,0.3891,leki fotu-DT,-0.02338441445333421,gervon dexter-DT,0.0055943773723419596,johnny newton-DT,-0.05,kris jenkins-DT,-0.0025697677422750207,davon hamilton-DT,-0.0009239946569976603,2.3350999999999997,-0.01540039829727421
712,162.0,LEVI ONWUZURIKE,2021,DT,"Rushes with burst  power and energy  getting upfield before reach blocks get on him displays the lateral quickness to work multiple gaps violent 
purposeful hands to jolt at contact and win one on one active and slippery  dipping or using a spin move to stay free outstanding hustle and pursuit speed to
mirror chase to the sideline familiar with double teams quick to sense screens and plays with an accurate ball radar  peeking through blocks added over 40
pounds since arriving at Washington unselfish  team first guy  competing with the right mentality known around the program for his intelligence and thoughtful
demeanor ","Lacks the ideal anchor or build of an interior player and doesn t have the body type to easily add extra mass pad level is a consistent issue  rushing tall
and allowing blockers to get underneath him needs to strike with better leverage and hip roll spends too much time on the ground and needs to play with better
balance to fight through redirect or side angled blocks played out of position in Washington s odd front unimpressive collegiate resume and production  never
posting more than three sacks in a season ",levi onwuzurike,levi onwuzurike-DT,43679.0,levi onwuzurike,DT,0.002065809193407115,rush burst power energy getting upfield reach block get display lateral quickness work multiple gap violent purposeful hand jolt contact win one one active slippery dipping using spin move stay free outstanding hustle pursuit speed mirror chase sideline familiar double team quick sense screen play accurate ball radar peeking block added pound since arriving washington unselfish team first guy competing right mentality known around program intelligence thoughtful demeanor,lack ideal anchor build interior player body type easily add extra mass pad level consistent issue rushing tall allowing blocker get underneath need strike better leverage hip roll spends much time ground need play better balance fight redirect side angled block played position washington odd front unimpressive collegiate resume production never posting three sack season,rush burst power energy getting upfield reach block get display lateral quickness work multiple gap violent purposeful hand jolt contact win one one active slippery dipping using spin move stay free outstanding hustle pursuit speed mirror chase sideline familiar double team quick sense screen play accurate ball radar peeking block added pound since arriving washington unselfish team first guy competing right mentality known around program intelligence thoughtful demeanor lack ideal anchor build interior player body type easily add extra mass pad level consistent issue rushing tall allowing blocker get underneath need strike better leverage hip roll spends much time ground need play better balance fight redirect side angled block played position washington odd front unimpressive collegiate resume production never posting three sack season,"['added pound', 'allowing blocker', 'angled block', 'ball radar', 'block get', 'blocker get', 'body type', 'double team', 'get underneath', 'hand jolt']",adetomiwa adebawore-DT,0.5539,haskell garrett-DT,0.4207,mctelvin agim-DT,0.406,kalia davis-DT,0.3733,marcus harris-DT,0.3675,adetomiwa adebawore-DT,-0.002882524327705722,haskell garrett-DT,-0.05,mctelvin agim-DT,-0.0018288244468735006,kalia davis-DT,-0.009722955260820045,marcus harris-DT,-0.05,2.1214,-0.02139092681691853
713,163.0,MARLON TUIPULOTU,2021,DT,"Thick  burly frame hard player to move due to his base power above average play strength to bully blockers on their heels skilled with his two hand
strike or violent push pull to jolt and disengage flashes a quality pass rush with his snap quickness  foot agility and swipe moves keeps his hands and feet in unison
to stay on schedule versus both the pass and the run can peek a boo multiple gaps to track the ball carrier strong hands to not only slow runners in the hole  but
slam them to the ground active pursuit player and gives consistent effort his USC coaches say he brought  competitive edge  to practice every day experienced
lining up over the A gap or B gap ","Doesn t have an explosive first step to win with quickness alone needs to keep his pads low out of his stance has some stiffness in his lower body
and hips  hindering his ability to abruptly change directions doesn t make many plays from the backside can be more gap sound didn t show many counter options
as a pass rusher on tape average backfield production his medical feedback will be important after missing most of the 2017 season with a sprained left knee
 September 2017  and season ending back surgery  October 2017   also missing 2018 spring practice  missed one game as a sophomore due to a back injury
 November 2019  ",marlon tuipulotu,marlon tuipulotu-DT,57035.0,marlon tuipulotu,DT,-0.008536017226227311,thick burly frame hard player move due base power average play strength bully blocker heel skilled two hand strike violent push pull jolt disengage flash quality pas rush snap quickness foot agility swipe move keep hand foot unison stay schedule versus pas run peek boo multiple gap track ball carrier strong hand slow runner hole slam ground active pursuit player give consistent effort usc coach say brought competitive edge practice every day experienced lining gap gap,explosive first step win quickness alone need keep pad low stance stiffness lower body hip hindering ability abruptly change direction make many play backside gap sound show many counter option pas rusher tape average backfield production medical feedback important missing season sprained left knee september season ending back surgery october also missing spring practice missed one game sophomore due back injury november,thick burly frame hard player move due base power average play strength bully blocker heel skilled two hand strike violent push pull jolt disengage flash quality pas rush snap quickness foot agility swipe move keep hand foot unison stay schedule versus pas run peek boo multiple gap track ball carrier strong hand slow runner hole slam ground active pursuit player give consistent effort usc coach say brought competitive edge practice every day experienced lining gap gap explosive first step win quickness alone need keep pad low stance stiffness lower body hip hindering ability abruptly change direction make many play backside gap sound show many counter option pas rusher tape average backfield production medical feedback important missing season sprained left knee september season ending back surgery october also missing spring practice missed one game sophomore due back injury november,"['average backfield', 'average play', 'backfield production', 'ball carrier', 'blocker heel', 'bully blocker', 'change direction', 'coach say', 'consistent effort', 'explosive first']",darrion daniels-DT,0.549,greg gaines-DT,0.5374,maason smith-DT,0.5204,benito jones-DT,0.5064,jerry tillery-DT,0.4854,darrion daniels-DT,-0.004772244984991418,greg gaines-DT,-0.00610328392657368,maason smith-DT,-0.01641795172164533,benito jones-DT,-0.014778539471399298,jerry tillery-DT,-0.03243443615946702,2.5986,-0.014496766356871821
